index,sign,astrology_sign,importance
26182,virgo but it doesn't matter,virgo,no importance
26183,aries and it's fun to think about,aries,fun
26184,aries and it's fun to think about,aries,fun
26185,Unknown,Unknown,Unknown
26186,leo and it's fun to think about,leo,fun
26187,scorpio and it matters a lot,scorpio,importance
26188,virgo but it doesn't matter,virgo,no importance
26189,cancer but it doesn't matter,cancer,no importance
26190,libra and it's fun to think about,libra,fun
26191,taurus and it matters a lot,taurus,importance
26192,sagittarius and it's fun to think about,sagittarius,fun
26193,leo,leo,no importance
26194,capricorn,capricorn,no importance
26195,Unknown,Unknown,Unknown
26196,gemini,gemini,no importance
26197,capricorn but it doesn't matter,capricorn,no importance
26198,virgo and it's fun to think about,virgo,fun
26199,Unknown,Unknown,Unknown
26200,Unknown,Unknown,Unknown
26201,sagittarius but it doesn't matter,sagittarius,no importance
26202,taurus,taurus,no importance
26203,taurus but it doesn't matter,taurus,no importance
26204,capricorn but it doesn't matter,capricorn,no importance
26205,taurus but it doesn't matter,taurus,no importance
26206,taurus but it doesn't matter,taurus,no importance
26207,scorpio and it's fun to think about,scorpio,fun
26208,virgo,virgo,no importance
26209,pisces but it doesn't matter,pisces,no importance
26210,aquarius but it doesn't matter,aquarius,no importance
26211,cancer and it matters a lot,cancer,importance
26212,capricorn and it's fun to think about,capricorn,fun
26213,gemini and it's fun to think about,gemini,fun
26214,scorpio and it's fun to think about,scorpio,fun
26215,gemini and it's fun to think about,gemini,fun
26216,Unknown,Unknown,Unknown
26217,Unknown,Unknown,Unknown
26218,leo and it's fun to think about,leo,fun
26219,aquarius and it's fun to think about,aquarius,fun
26220,capricorn,capricorn,no importance
26221,libra but it doesn't matter,libra,no importance
26222,Unknown,Unknown,Unknown
26223,Unknown,Unknown,Unknown
26224,gemini but it doesn't matter,gemini,no importance
26225,aries but it doesn't matter,aries,no importance
26226,taurus,taurus,no importance
26227,scorpio,scorpio,no importance
26228,Unknown,Unknown,Unknown
26229,Unknown,Unknown,Unknown
26230,gemini and it's fun to think about,gemini,fun
26231,scorpio,scorpio,no importance
26232,taurus and it's fun to think about,taurus,fun
26233,aquarius and it's fun to think about,aquarius,fun
26234,leo but it doesn't matter,leo,no importance
26235,libra but it doesn't matter,libra,no importance
26236,taurus and it's fun to think about,taurus,fun
26237,gemini,gemini,no importance
26238,Unknown,Unknown,Unknown
26239,gemini but it doesn't matter,gemini,no importance
26240,scorpio,scorpio,no importance
26241,virgo,virgo,no importance
26242,gemini and it's fun to think about,gemini,fun
26243,capricorn,capricorn,no importance
26244,taurus but it doesn't matter,taurus,no importance
26245,gemini but it doesn't matter,gemini,no importance
26246,pisces and it matters a lot,pisces,importance
26247,capricorn and it's fun to think about,capricorn,fun
26248,leo and it's fun to think about,leo,fun
26249,Unknown,Unknown,Unknown
26250,pisces and it's fun to think about,pisces,fun
26251,Unknown,Unknown,Unknown
26252,leo and it's fun to think about,leo,fun
26253,gemini,gemini,no importance
26254,cancer and it's fun to think about,cancer,fun
26255,pisces but it doesn't matter,pisces,no importance
26256,aries,aries,no importance
26257,sagittarius,sagittarius,no importance
26258,sagittarius and it's fun to think about,sagittarius,fun
26259,libra but it doesn't matter,libra,no importance
26260,aquarius,aquarius,no importance
26261,pisces and it's fun to think about,pisces,fun
26262,scorpio but it doesn't matter,scorpio,no importance
26263,cancer but it doesn't matter,cancer,no importance
26264,libra,libra,no importance
26265,taurus and it's fun to think about,taurus,fun
26266,libra but it doesn't matter,libra,no importance
26267,sagittarius but it doesn't matter,sagittarius,no importance
26268,Unknown,Unknown,Unknown
26269,gemini but it doesn't matter,gemini,no importance
26270,scorpio,scorpio,no importance
26271,sagittarius and it's fun to think about,sagittarius,fun
26272,aquarius but it doesn't matter,aquarius,no importance
26273,libra and it's fun to think about,libra,fun
26274,libra but it doesn't matter,libra,no importance
26275,scorpio and it's fun to think about,scorpio,fun
26276,aquarius but it doesn't matter,aquarius,no importance
26277,Unknown,Unknown,Unknown
26278,sagittarius,sagittarius,no importance
26279,pisces and it's fun to think about,pisces,fun
26280,virgo,virgo,no importance
26281,Unknown,Unknown,Unknown
26282,cancer but it doesn't matter,cancer,no importance
26283,aries and it's fun to think about,aries,fun
26284,gemini but it doesn't matter,gemini,no importance
26285,Unknown,Unknown,Unknown
26286,virgo and it's fun to think about,virgo,fun
26287,capricorn,capricorn,no importance
26288,gemini and it's fun to think about,gemini,fun
26289,Unknown,Unknown,Unknown
26290,aquarius but it doesn't matter,aquarius,no importance
26291,aquarius and it's fun to think about,aquarius,fun
26292,aries but it doesn't matter,aries,no importance
26293,pisces but it doesn't matter,pisces,no importance
26294,cancer and it matters a lot,cancer,importance
26295,scorpio and it's fun to think about,scorpio,fun
26296,Unknown,Unknown,Unknown
26297,gemini but it doesn't matter,gemini,no importance
26298,aquarius and it's fun to think about,aquarius,fun
26299,leo and it's fun to think about,leo,fun
26300,capricorn,capricorn,no importance
26301,cancer but it doesn't matter,cancer,no importance
26302,capricorn,capricorn,no importance
26303,virgo and it's fun to think about,virgo,fun
26304,capricorn and it's fun to think about,capricorn,fun
26305,leo and it's fun to think about,leo,fun
26306,aries and it's fun to think about,aries,fun
26307,libra and it's fun to think about,libra,fun
26308,cancer but it doesn't matter,cancer,no importance
26309,sagittarius but it doesn't matter,sagittarius,no importance
26310,capricorn,capricorn,no importance
26311,Unknown,Unknown,Unknown
26312,aquarius and it's fun to think about,aquarius,fun
26313,pisces and it's fun to think about,pisces,fun
26314,capricorn and it's fun to think about,capricorn,fun
26315,sagittarius but it doesn't matter,sagittarius,no importance
26316,Unknown,Unknown,Unknown
26317,gemini and it's fun to think about,gemini,fun
26318,aries and it's fun to think about,aries,fun
26319,sagittarius but it doesn't matter,sagittarius,no importance
26320,scorpio,scorpio,no importance
26321,taurus,taurus,no importance
26322,gemini,gemini,no importance
26323,virgo but it doesn't matter,virgo,no importance
26324,capricorn but it doesn't matter,capricorn,no importance
26325,virgo but it doesn't matter,virgo,no importance
26326,aquarius but it doesn't matter,aquarius,no importance
26327,Unknown,Unknown,Unknown
26328,taurus,taurus,no importance
26329,leo but it doesn't matter,leo,no importance
26330,aries,aries,no importance
26331,pisces and it's fun to think about,pisces,fun
26332,taurus but it doesn't matter,taurus,no importance
26333,aries but it doesn't matter,aries,no importance
26334,cancer and it matters a lot,cancer,importance
26335,pisces and it's fun to think about,pisces,fun
26336,Unknown,Unknown,Unknown
26337,scorpio but it doesn't matter,scorpio,no importance
26338,Unknown,Unknown,Unknown
26339,scorpio,scorpio,no importance
26340,Unknown,Unknown,Unknown
26341,Unknown,Unknown,Unknown
26342,libra but it doesn't matter,libra,no importance
26343,gemini and it's fun to think about,gemini,fun
26344,gemini but it doesn't matter,gemini,no importance
26345,Unknown,Unknown,Unknown
26346,taurus and it's fun to think about,taurus,fun
26347,virgo and it's fun to think about,virgo,fun
26348,sagittarius and it matters a lot,sagittarius,importance
26349,gemini and it's fun to think about,gemini,fun
26350,virgo but it doesn't matter,virgo,no importance
26351,Unknown,Unknown,Unknown
26352,pisces and it's fun to think about,pisces,fun
26353,leo but it doesn't matter,leo,no importance
26354,capricorn but it doesn't matter,capricorn,no importance
26355,leo and it's fun to think about,leo,fun
26356,leo and it's fun to think about,leo,fun
26357,taurus but it doesn't matter,taurus,no importance
26358,Unknown,Unknown,Unknown
26359,Unknown,Unknown,Unknown
26360,Unknown,Unknown,Unknown
26361,sagittarius and it's fun to think about,sagittarius,fun
26362,scorpio but it doesn't matter,scorpio,no importance
26363,gemini but it doesn't matter,gemini,no importance
26364,Unknown,Unknown,Unknown
26365,libra but it doesn't matter,libra,no importance
26366,cancer and it's fun to think about,cancer,fun
26367,Unknown,Unknown,Unknown
26368,Unknown,Unknown,Unknown
26369,aquarius but it doesn't matter,aquarius,no importance
26370,sagittarius but it doesn't matter,sagittarius,no importance
26371,cancer and it's fun to think about,cancer,fun
26372,gemini,gemini,no importance
26373,cancer and it's fun to think about,cancer,fun
26374,pisces and it's fun to think about,pisces,fun
26375,leo,leo,no importance
26376,libra but it doesn't matter,libra,no importance
26377,virgo and it's fun to think about,virgo,fun
26378,Unknown,Unknown,Unknown
26379,libra but it doesn't matter,libra,no importance
26380,Unknown,Unknown,Unknown
26381,leo,leo,no importance
26382,libra but it doesn't matter,libra,no importance
26383,scorpio but it doesn't matter,scorpio,no importance
26384,pisces and it's fun to think about,pisces,fun
26385,leo but it doesn't matter,leo,no importance
26386,Unknown,Unknown,Unknown
26387,leo,leo,no importance
26388,aries but it doesn't matter,aries,no importance
26389,leo and it's fun to think about,leo,fun
26390,aquarius,aquarius,no importance
26391,pisces,pisces,no importance
26392,pisces and it's fun to think about,pisces,fun
26393,Unknown,Unknown,Unknown
26394,aries,aries,no importance
26395,gemini,gemini,no importance
26396,taurus but it doesn't matter,taurus,no importance
26397,gemini and it's fun to think about,gemini,fun
26398,gemini and it's fun to think about,gemini,fun
26399,virgo but it doesn't matter,virgo,no importance
26400,scorpio,scorpio,no importance
26401,pisces but it doesn't matter,pisces,no importance
26402,sagittarius and it's fun to think about,sagittarius,fun
26403,Unknown,Unknown,Unknown
26404,virgo but it doesn't matter,virgo,no importance
26405,Unknown,Unknown,Unknown
26406,leo,leo,no importance
26407,pisces and it matters a lot,pisces,importance
26408,taurus but it doesn't matter,taurus,no importance
26409,gemini but it doesn't matter,gemini,no importance
26410,aries,aries,no importance
26411,leo but it doesn't matter,leo,no importance
26412,pisces,pisces,no importance
26413,taurus and it's fun to think about,taurus,fun
26414,aries but it doesn't matter,aries,no importance
26415,cancer,cancer,no importance
26416,gemini but it doesn't matter,gemini,no importance
26417,leo but it doesn't matter,leo,no importance
26418,gemini and it's fun to think about,gemini,fun
26419,sagittarius but it doesn't matter,sagittarius,no importance
26420,aries,aries,no importance
26421,leo and it's fun to think about,leo,fun
26422,aries but it doesn't matter,aries,no importance
26423,Unknown,Unknown,Unknown
26424,leo,leo,no importance
26425,aries but it doesn't matter,aries,no importance
26426,aquarius and it's fun to think about,aquarius,fun
26427,pisces but it doesn't matter,pisces,no importance
26428,virgo,virgo,no importance
26429,Unknown,Unknown,Unknown
26430,leo and it's fun to think about,leo,fun
26431,pisces but it doesn't matter,pisces,no importance
26432,cancer,cancer,no importance
26433,aquarius but it doesn't matter,aquarius,no importance
26434,libra and it's fun to think about,libra,fun
26435,scorpio and it's fun to think about,scorpio,fun
26436,Unknown,Unknown,Unknown
26437,scorpio and it's fun to think about,scorpio,fun
26438,aries and it's fun to think about,aries,fun
26439,virgo but it doesn't matter,virgo,no importance
26440,gemini but it doesn't matter,gemini,no importance
26441,scorpio,scorpio,no importance
26442,sagittarius but it doesn't matter,sagittarius,no importance
26443,scorpio but it doesn't matter,scorpio,no importance
26444,Unknown,Unknown,Unknown
26445,aries but it doesn't matter,aries,no importance
26446,taurus and it's fun to think about,taurus,fun
26447,leo and it's fun to think about,leo,fun
26448,capricorn and it's fun to think about,capricorn,fun
26449,aquarius but it doesn't matter,aquarius,no importance
26450,Unknown,Unknown,Unknown
26451,sagittarius and it's fun to think about,sagittarius,fun
26452,libra but it doesn't matter,libra,no importance
26453,pisces but it doesn't matter,pisces,no importance
26454,sagittarius and it's fun to think about,sagittarius,fun
26455,capricorn and it's fun to think about,capricorn,fun
26456,leo and it's fun to think about,leo,fun
26457,scorpio,scorpio,no importance
26458,scorpio and it's fun to think about,scorpio,fun
26459,capricorn but it doesn't matter,capricorn,no importance
26460,capricorn,capricorn,no importance
26461,taurus but it doesn't matter,taurus,no importance
26462,taurus but it doesn't matter,taurus,no importance
26463,gemini but it doesn't matter,gemini,no importance
26464,virgo,virgo,no importance
26465,Unknown,Unknown,Unknown
26466,capricorn,capricorn,no importance
