index,ethnicity,ethnicity_1,ethnicity_2,ethnicity_3
37288,asian,asian,,
37289,hispanic / latin,rather not disclose,,
37290,hispanic / latin,rather not disclose,,
37291,hispanic / latin,rather not disclose,,
37292,white,white,,
37293,"asian, indian",asian,indian,
37294,pacific islander,pacific islander,,
37295,white,white,,
37296,asian,asian,,
37297,black,black,,
37298,rather not disclose,rather not disclose,,
37299,white,white,,
37300,white,white,,
37301,white,white,,
37302,white,white,,
37303,white,white,,
37304,white,white,,
37305,white,white,,
37306,white,white,,
37307,white,white,,
37308,white,white,,
37309,white,white,,
37310,white,white,,
37311,white,white,,
37312,white,white,,
37313,white,white,,
37314,pacific islander,pacific islander,,
37315,white,white,,
37316,white,white,,
37317,other,rather not disclose,,other
37318,white,white,,
37319,rather not disclose,rather not disclose,,
37320,"asian, pacific islander, white",asian,white,pacific islander
37321,white,white,,
37322,white,white,,
37323,white,white,,
37324,white,white,,
37325,white,white,,
37326,white,white,,
37327,white,white,,
37328,white,white,,
37329,hispanic / latin,rather not disclose,,
37330,white,white,,
37331,hispanic / latin,rather not disclose,,
37332,white,white,,
37333,rather not disclose,rather not disclose,,
37334,asian,asian,,
37335,white,white,,
37336,white,white,,
37337,rather not disclose,rather not disclose,,
37338,asian,asian,,
37339,white,white,,
37340,asian,asian,,
37341,hispanic / latin,rather not disclose,,
37342,white,white,,
37343,white,white,,
37344,white,white,,
37345,other,rather not disclose,,other
37346,"indian, hispanic / latin, other",indian,,other
37347,white,white,,
37348,white,white,,
37349,white,white,,
37350,white,white,,
37351,white,white,,
37352,rather not disclose,rather not disclose,,
37353,white,white,,
37354,white,white,,
37355,rather not disclose,rather not disclose,,
37356,white,white,,
37357,white,white,,
37358,"black, white",mixed,,
37359,"indian, other",indian,,other
37360,rather not disclose,rather not disclose,,
37361,white,white,,
37362,white,white,,
37363,white,white,,
37364,white,white,,
37365,other,rather not disclose,,other
37366,white,white,,
37367,white,white,,
37368,"black, native american, white",black,white,native american
37369,indian,indian,,
37370,white,white,,
37371,white,white,,
37372,white,white,,
37373,white,white,,
37374,white,white,,
37375,"white, other",white,,other
37376,"asian, pacific islander",asian,pacific islander,
37377,"asian, black, hispanic / latin, white",asian,black,white
37378,white,white,,
37379,white,white,,
37380,white,white,,
37381,black,black,,
37382,rather not disclose,rather not disclose,,
37383,other,rather not disclose,,other
37384,other,rather not disclose,,other
37385,asian,asian,,
37386,hispanic / latin,rather not disclose,,
37387,rather not disclose,rather not disclose,,
37388,rather not disclose,rather not disclose,,
37389,indian,indian,,
37390,white,white,,
37391,asian,asian,,
37392,asian,asian,,
37393,white,white,,
37394,"asian, white",asian,white,
37395,"middle eastern, black",black,middle eastern,
37396,white,white,,
37397,white,white,,
37398,black,black,,
37399,"black, other",black,,other
37400,middle eastern,middle eastern,,
37401,white,white,,
37402,white,white,,
37403,white,white,,
37404,"pacific islander, white",white,pacific islander,
37405,white,white,,
37406,white,white,,
37407,white,white,,
37408,hispanic / latin,rather not disclose,,
37409,white,white,,
37410,white,white,,
37411,other,rather not disclose,,other
37412,white,white,,
37413,white,white,,
37414,white,white,,
37415,white,white,,
37416,white,white,,
37417,"asian, pacific islander",asian,pacific islander,
37418,rather not disclose,rather not disclose,,
37419,white,white,,
37420,asian,asian,,
37421,hispanic / latin,rather not disclose,,
37422,"asian, indian",asian,indian,
37423,white,white,,
37424,white,white,,
37425,rather not disclose,rather not disclose,,
37426,"black, white",mixed,,
37427,black,black,,
37428,white,white,,
37429,indian,indian,,
37430,rather not disclose,rather not disclose,,
37431,white,white,,
37432,indian,indian,,
37433,indian,indian,,
37434,indian,indian,,
37435,"indian, white, other",white,indian,other
37436,white,white,,
37437,indian,indian,,
37438,indian,indian,,
37439,indian,indian,,
37440,other,rather not disclose,,other
37441,rather not disclose,rather not disclose,,
37442,white,white,,
37443,"asian, native american, white",asian,white,native american
37444,white,white,,
37445,rather not disclose,rather not disclose,,
37446,rather not disclose,rather not disclose,,
37447,white,white,,
37448,other,rather not disclose,,other
37449,asian,asian,,
37450,white,white,,
37451,asian,asian,,
37452,asian,asian,,
37453,white,white,,
37454,"white, other",white,,other
37455,"hispanic / latin, white",white,,
37456,black,black,,
37457,indian,indian,,
37458,hispanic / latin,rather not disclose,,
37459,asian,asian,,
37460,"native american, white",white,native american,
37461,black,black,,
37462,asian,asian,,
37463,rather not disclose,rather not disclose,,
37464,white,white,,
37465,white,white,,
37466,white,white,,
37467,"middle eastern, white",white,middle eastern,
37468,white,white,,
37469,white,white,,
37470,asian,asian,,
37471,white,white,,
37472,rather not disclose,rather not disclose,,
37473,rather not disclose,rather not disclose,,
37474,white,white,,
37475,white,white,,
37476,"black, other",black,,other
37477,white,white,,
37478,white,white,,
37479,white,white,,
37480,white,white,,
37481,white,white,,
37482,white,white,,
37483,white,white,,
37484,white,white,,
37485,asian,asian,,
37486,asian,asian,,
37487,white,white,,
37488,asian,asian,,
37489,white,white,,
37490,white,white,,
37491,rather not disclose,rather not disclose,,
37492,asian,asian,,
37493,"hispanic / latin, white",white,,
37494,white,white,,
37495,white,white,,
37496,asian,asian,,
37497,white,white,,
37498,white,white,,
37499,white,white,,
37500,white,white,,
37501,hispanic / latin,rather not disclose,,
37502,"hispanic / latin, white",white,,
37503,"asian, pacific islander",asian,pacific islander,
37504,"middle eastern, white, other",white,middle eastern,other
37505,black,black,,
37506,white,white,,
37507,"native american, hispanic / latin",native american,,
37508,asian,asian,,
37509,white,white,,
37510,white,white,,
37511,white,white,,
37512,asian,asian,,
37513,rather not disclose,rather not disclose,,
37514,white,white,,
37515,asian,asian,,
37516,rather not disclose,rather not disclose,,
37517,white,white,,
37518,rather not disclose,rather not disclose,,
37519,"black, native american",black,native american,
37520,asian,asian,,
37521,white,white,,
37522,white,white,,
37523,white,white,,
37524,white,white,,
37525,white,white,,
37526,white,white,,
37527,hispanic / latin,rather not disclose,,
37528,white,white,,
37529,indian,indian,,
37530,other,rather not disclose,,other
37531,white,white,,
37532,white,white,,
37533,white,white,,
37534,asian,asian,,
37535,white,white,,
37536,white,white,,
37537,"hispanic / latin, white",white,,
37538,white,white,,
37539,white,white,,
37540,black,black,,
37541,white,white,,
37542,asian,asian,,
37543,white,white,,
37544,white,white,,
37545,asian,asian,,
37546,white,white,,
37547,"white, other",white,,other
37548,white,white,,
37549,white,white,,
37550,white,white,,
37551,"asian, white",asian,white,
37552,white,white,,
37553,rather not disclose,rather not disclose,,
37554,white,white,,
37555,other,rather not disclose,,other
37556,"asian, white",asian,white,
37557,asian,asian,,
37558,asian,asian,,
37559,white,white,,
37560,asian,asian,,
37561,white,white,,
37562,white,white,,
37563,asian,asian,,
37564,asian,asian,,
37565,hispanic / latin,rather not disclose,,
37566,asian,asian,,
37567,asian,asian,,
37568,other,rather not disclose,,other
37569,white,white,,
37570,asian,asian,,
37571,white,white,,
37572,white,white,,
37573,"middle eastern, hispanic / latin",middle eastern,,
37574,white,white,,
37575,asian,asian,,
37576,hispanic / latin,rather not disclose,,
37577,"native american, hispanic / latin, white",white,native american,
37578,white,white,,
37579,hispanic / latin,rather not disclose,,
37580,hispanic / latin,rather not disclose,,
37581,asian,asian,,
37582,rather not disclose,rather not disclose,,
37583,rather not disclose,rather not disclose,,
37584,white,white,,
37585,white,white,,
37586,white,white,,
37587,white,white,,
37588,indian,indian,,
37589,"asian, indian",asian,indian,
37590,white,white,,
37591,asian,asian,,
37592,black,black,,
37593,white,white,,
37594,white,white,,
37595,white,white,,
37596,rather not disclose,rather not disclose,,
37597,rather not disclose,rather not disclose,,
37598,white,white,,
37599,white,white,,
37600,white,white,,
37601,white,white,,
37602,asian,asian,,
37603,hispanic / latin,rather not disclose,,
37604,asian,asian,,
37605,other,rather not disclose,,other
37606,white,white,,
37607,asian,asian,,
37608,asian,asian,,
37609,white,white,,
37610,white,white,,
37611,asian,asian,,
37612,white,white,,
37613,asian,asian,,
37614,hispanic / latin,rather not disclose,,
37615,white,white,,
37616,white,white,,
37617,rather not disclose,rather not disclose,,
37618,white,white,,
37619,white,white,,
37620,other,rather not disclose,,other
37621,white,white,,
37622,asian,asian,,
37623,white,white,,
37624,asian,asian,,
37625,white,white,,
37626,white,white,,
37627,"white, other",white,,other
37628,asian,asian,,
37629,white,white,,
37630,white,white,,
37631,asian,asian,,
37632,white,white,,
37633,rather not disclose,rather not disclose,,
37634,white,white,,
37635,white,white,,
37636,white,white,,
37637,white,white,,
37638,white,white,,
37639,asian,asian,,
37640,white,white,,
37641,white,white,,
37642,rather not disclose,rather not disclose,,
37643,asian,asian,,
37644,"white, other",white,,other
37645,black,black,,
37646,asian,asian,,
37647,white,white,,
37648,white,white,,
37649,rather not disclose,rather not disclose,,
37650,white,white,,
37651,white,white,,
37652,indian,indian,,
37653,white,white,,
37654,white,white,,
37655,white,white,,
37656,white,white,,
37657,asian,asian,,
37658,"asian, white, other",asian,white,other
37659,white,white,,
37660,white,white,,
37661,asian,asian,,
37662,white,white,,
37663,white,white,,
37664,"asian, pacific islander",asian,pacific islander,
37665,white,white,,
37666,asian,asian,,
37667,"asian, white",asian,white,
37668,white,white,,
37669,white,white,,
37670,"hispanic / latin, white",white,,
37671,white,white,,
37672,asian,asian,,
37673,"hispanic / latin, white",white,,
37674,asian,asian,,
37675,indian,indian,,
37676,white,white,,
37677,white,white,,
37678,white,white,,
37679,white,white,,
37680,white,white,,
37681,white,white,,
37682,white,white,,
37683,white,white,,
37684,"hispanic / latin, white",white,,
37685,white,white,,
37686,"asian, pacific islander",asian,pacific islander,
37687,white,white,,
37688,white,white,,
37689,"white, other",white,,other
37690,rather not disclose,rather not disclose,,
37691,white,white,,
37692,asian,asian,,
37693,white,white,,
37694,white,white,,
37695,"asian, other",asian,,other
37696,white,white,,
37697,asian,asian,,
37698,white,white,,
37699,white,white,,
37700,white,white,,
37701,rather not disclose,rather not disclose,,
37702,white,white,,
37703,white,white,,
37704,black,black,,
37705,"black, white",mixed,,
37706,rather not disclose,rather not disclose,,
37707,white,white,,
37708,white,white,,
37709,white,white,,
37710,"middle eastern, white",white,middle eastern,
37711,white,white,,
37712,white,white,,
37713,"indian, white",white,indian,
37714,white,white,,
37715,white,white,,
37716,white,white,,
37717,rather not disclose,rather not disclose,,
37718,white,white,,
37719,asian,asian,,
37720,"black, hispanic / latin, white",black,white,
37721,hispanic / latin,rather not disclose,,
37722,pacific islander,pacific islander,,
37723,"asian, white",asian,white,
37724,white,white,,
37725,white,white,,
37726,white,white,,
37727,white,white,,
37728,white,white,,
37729,"hispanic / latin, white",white,,
37730,rather not disclose,rather not disclose,,
37731,white,white,,
37732,white,white,,
37733,rather not disclose,rather not disclose,,
37734,white,white,,
37735,white,white,,
37736,rather not disclose,rather not disclose,,
37737,asian,asian,,
37738,"white, other",white,,other
37739,white,white,,
37740,white,white,,
37741,white,white,,
37742,white,white,,
37743,white,white,,
37744,asian,asian,,
37745,black,black,,
37746,asian,asian,,
37747,asian,asian,,
37748,white,white,,
37749,asian,asian,,
37750,hispanic / latin,rather not disclose,,
37751,white,white,,
37752,white,white,,
37753,white,white,,
37754,white,white,,
37755,hispanic / latin,rather not disclose,,
